Requirement Text,Class,Sub-Type,Ambiguity
The system shall be available for use from the supermarket's opening time to its closing time.,NFR,Availability,Non-Ambiguous
The user shall be able to register on the website before booking tickets.,FR,Functional,Non-Ambiguous
The user shall be able to log in to the system using a valid user ID and password to book tickets.,FR,Functional,Non-Ambiguous
The user shall be able to cancel booked tickets if they need to change their travel dates.,FR,Functional,Non-Ambiguous
"The user shall be able to choose from different secure payment options, such as debit or credit card, check, or bank draft, provided by third-party services like Paytm.",FR,Functional,Non-Ambiguous
The user shall be able to log out after booking tickets.,FR,Functional,Non-Ambiguous
The system shall generate a PDF report of all transactions and send a copy to the customer's email address and another copy to the system database for monthly transaction calculation.,FR,Functional,Non-Ambiguous
"The system shall work on a client-server architecture and require an internet server capable of running PHP applications, supporting commonly used browsers like Internet Explorer.",FR,Functional,Non-Ambiguous
"The system shall include measures of service quality, such as ease of booking, hassle-free check-in, efficient ticketing staff, regular announcements during flight delays, on-time performance, in-flight experience, baggage handling, and value for money.",FR,Functional,Non-Ambiguous
The system shall use SSL (Secure Socket Layer) for all transactions involving confidential passenger information and automatically log out customers after a period of inactivity.,NFR,Security,Non-Ambiguous
"The system shall not leave any cookies containing the user's password on the customer's computer, and back-end servers shall only be accessible to authenticated administrators.",NFR,Security,Non-Ambiguous
The system shall encrypt sensitive data before sending it over insecure connections like the internet.,NFR,Security,Non-Ambiguous
The system shall provide storage of all databases on redundant computers with automatic switchover and continuous backup maintenance and updates.,NFR,Functional,Non-Ambiguous
The system's overall stability shall depend on the stability of its components and underlying operating system.,NFR,Functional,Non-Ambiguous
"The system shall be available at all times, only restricted by server downtime, and show a replacement page in case of hardware failure or database corruption.",NFR,Availability,Non-Ambiguous
The system shall retrieve and save database backups in case of hardware failure or database corruption and restart the service to ensure 24/7 availability.,NFR,Availability,Non-Ambiguous
"The system shall use a commercial database for maintenance, with the application server taking care of the site.",NFR,Functional,Non-Ambiguous
"In case of failure, the program shall re-initialize, and the software design shall support modularity for efficient maintainability.",NFR,Maintainability,Non-Ambiguous
"The application shall be HTML and scripting language-based, allowing end users to use the system on any web browser and any hardware platform available now or in the future.",NFR,Availability,Non-Ambiguous
"The system shall run on various operating systems, including Windows and Linux, and be compatible with PCs, laptops, and PDAs.",NFR,Functional,Ambiguous
"User shall be able to initialize parameters (t, k, m, n) and set the parameters during the initialization process.",FR,Functional,Non-Ambiguous
System shall display an initial screen if there is no software on the device.,FR,Functional,Non-Ambiguous
User shall receive an error message if the software is running out of validation and will be prevented from using extra features.,FR,Functional,Non-Ambiguous
System shall check the validity of the entered key and terminate installation if the key is invalid or expired.,FR,Functional,Non-Ambiguous
System shall read the valid serial number and linked address and initiate the authorization dialog.,FR,Functional,Non-Ambiguous
System shall log the serial number in a log file.,FR,Functional,Non-Ambiguous
"User shall be prompted to enter their serial key, and the system shall verify information and password with the service provider.",FR,Functional,Non-Ambiguous
System shall display an error message and terminate installation if the authorization dialog receives a negative answer from the service provider.,FR,Functional,Non-Ambiguous
System shall finish the authorization process and begin installing if the password and serial number are valid.,FR,Functional,Non-Ambiguous
User shall receive a message to call the team if they enter a wrong serial key three times in a row.,FR,Functional,Non-Ambiguous
System shall verify the validity of the antivirus serial key during authorization.,FR,Functional,Non-Ambiguous
System shall send a message to the main developer team if the serial key is invalid.,FR,Functional,Non-Ambiguous
System shall verify the password during installation to ensure the antivirus copy is valid.,FR,Functional,Non-Ambiguous
System shall send an invalid serial key message to the device if the password is invalid.,FR,Functional,Non-Ambiguous
System shall notify the device of issues with the account if the serial key is valid but there are account problems.,FR,Functional,Non-Ambiguous
"System shall confirm the product is verified to the device if the software, key, and password are valid.",FR,Functional,Non-Ambiguous
System shall update the software if the version expires.,FR,Functional,Non-Ambiguous
System shall only provide security for the computer and devices belonging to the user.,FR,Functional,Non-Ambiguous
System shall stop protecting the device from threats if the software validity exceeds the limit.,FR,Functional,Non-Ambiguous
User shall be able to perform well even under adverse conditions such as high or low RAM usage.,NFR,Functional,Non-Ambiguous
System shall require a good internet connection for optimal performance.,NFR,Performance,Non-Ambiguous
User shall ensure that the device has sufficient RAM for smooth operation.,NFR,Functional,Non-Ambiguous
